category,month,count,rollavg_3month
Robbery,2010-01-01,37,NA
Robbery,2010-02-01,27,NA
Robbery,2010-03-01,40,35
Robbery,2010-04-01,38,35
Robbery,2010-05-01,46,41
Robbery,2010-06-01,28,37
Robbery,2010-07-01,44,39
Robbery,2010-08-01,45,39
Robbery,2010-09-01,45,45
Robbery,2010-10-01,43,44
Robbery,2010-11-01,52,47
Robbery,2010-12-01,54,50
Robbery,2011-01-01,29,45
Robbery,2011-02-01,24,36
Robbery,2011-03-01,35,29
Robbery,2011-04-01,45,35
Robbery,2011-05-01,44,41
Robbery,2011-06-01,44,44
Robbery,2011-07-01,53,47
Robbery,2011-08-01,56,51
Robbery,2011-09-01,32,47
Robbery,2011-10-01,55,48
Robbery,2011-11-01,57,48
Robbery,2011-12-01,54,55
Robbery,2012-01-01,45,52
Robbery,2012-02-01,27,42
Robbery,2012-03-01,36,36
Robbery,2012-04-01,53,39
Robbery,2012-05-01,53,47
Robbery,2012-06-01,53,53
Robbery,2012-07-01,60,55
Robbery,2012-08-01,49,54
Robbery,2012-09-01,55,55
Robbery,2012-10-01,46,50
Robbery,2012-11-01,63,55
Robbery,2012-12-01,63,57
Robbery,2013-01-01,54,60
Robbery,2013-02-01,42,53
Robbery,2013-03-01,40,45
Robbery,2013-04-01,37,40
Robbery,2013-05-01,37,38
Robbery,2013-06-01,70,48
Robbery,2013-07-01,53,53
Robbery,2013-08-01,80,68
Robbery,2013-09-01,64,66
Robbery,2013-10-01,68,71
Robbery,2013-11-01,55,62
Robbery,2013-12-01,66,63
Robbery,2014-01-01,56,59
Robbery,2014-02-01,33,52
Robbery,2014-03-01,37,42
Robbery,2014-04-01,28,33
Robbery,2014-05-01,45,37
Robbery,2014-06-01,27,33
Robbery,2014-07-01,52,41
Robbery,2014-08-01,46,42
Robbery,2014-09-01,43,47
Robbery,2014-10-01,49,46
Robbery,2014-11-01,38,43
Robbery,2014-12-01,61,49
Robbery,2015-01-01,39,46
Robbery,2015-02-01,21,40
Robbery,2015-03-01,41,34
Robbery,2015-04-01,27,30
Robbery,2015-05-01,26,31
Robbery,2015-06-01,29,27
Robbery,2015-07-01,49,35
Robbery,2015-08-01,38,39
Robbery,2015-09-01,33,40
Robbery,2015-10-01,46,39
Robbery,2015-11-01,34,38
Robbery,2015-12-01,34,38
Robbery,2016-01-01,27,32
Robbery,2016-02-01,26,29
Robbery,2016-03-01,19,24
Robbery,2016-04-01,26,24
Robbery,2016-05-01,31,25
Robbery,2016-06-01,41,33
Robbery,2016-07-01,34,35
Robbery,2016-08-01,27,34
Robbery,2016-09-01,29,30
Robbery,2016-10-01,37,31
Robbery,2016-11-01,35,34
Robbery,2016-12-01,39,37
Robbery,2017-01-01,26,33
Robbery,2017-02-01,27,31
Robbery,2017-03-01,13,22
Robbery,2017-04-01,28,23
Robbery,2017-05-01,22,21
Robbery,2017-06-01,24,25
Robbery,2017-07-01,39,28
Robbery,2017-08-01,30,31
Robbery,2017-09-01,33,34
Robbery,2017-10-01,31,31
Robbery,2017-11-01,35,33
Robbery,2017-12-01,23,30
Robbery,2018-01-01,21,26
Robbery,2018-02-01,17,20
Robbery,2018-03-01,18,19
Robbery,2018-04-01,14,16
Robbery,2018-05-01,21,18
Robbery,2018-06-01,22,19
Robbery,2018-07-01,33,25
Robbery,2018-08-01,27,27
Robbery,2018-09-01,22,27
Robbery,2018-10-01,22,24
Robbery,2018-11-01,29,24
Robbery,2018-12-01,32,28
Robbery,2019-01-01,29,30
Robbery,2019-02-01,18,26
Robbery,2019-03-01,17,21
Robbery,2019-04-01,22,19
Robbery,2019-05-01,24,21
Robbery,2019-06-01,25,24
Robbery,2019-07-01,24,24
Robbery,2019-08-01,24,24
Robbery,2019-09-01,29,26
Robbery,2019-10-01,33,29
Robbery,2019-11-01,27,30
Robbery,2019-12-01,36,32
Robbery,2020-01-01,31,31
Robbery,2020-02-01,22,30
Robbery,2020-03-01,15,23
Robbery,2020-04-01,17,18
Robbery,2020-05-01,18,17
Robbery,2020-06-01,21,19
Robbery,2020-07-01,21,20
Robbery,2020-08-01,22,21
Robbery,2020-09-01,19,21
Robbery,2020-10-01,30,24
Robbery,2020-11-01,28,26
Robbery,2020-12-01,39,32
Robbery,2021-01-01,26,31
Robbery,2021-02-01,14,26
Robbery,2021-03-01,16,19
Robbery,2021-04-01,22,17
Robbery,2021-05-01,26,21
Robbery,2021-06-01,20,23
Robbery,2021-07-01,26,24
Robbery,2021-08-01,21,22
Robbery,2021-09-01,29,25
Robbery,2021-10-01,20,23
Robbery,2021-11-01,28,26
Robbery,2021-12-01,14,21
Robbery,2022-01-01,24,22
Robbery,2022-02-01,22,20
Robbery,2022-03-01,24,23
Robbery,2022-04-01,14,20
Robbery,2022-05-01,25,21
Robbery,2022-06-01,18,19
Robbery,2022-07-01,25,23
Robbery,2022-08-01,19,21
Robbery,2022-09-01,17,20
Robbery,2022-10-01,21,19
Robbery,2022-11-01,26,21
Robbery,2022-12-01,21,23
Robbery,2023-01-01,24,24
Robbery,2023-02-01,24,23
Robbery,2023-03-01,27,25
Robbery,2023-04-01,37,29
Robbery,2023-05-01,34,33
Robbery,2023-06-01,46,39
Robbery,2023-07-01,42,41
Robbery,2023-08-01,42,43
Robbery,2023-09-01,42,42
Robbery,2023-10-01,17,34
