category,month,count,rollavg_3month
Theft,2010-01-01,662,NA
Theft,2010-02-01,503,NA
Theft,2010-03-01,623,596
Theft,2010-04-01,652,593
Theft,2010-05-01,655,643
Theft,2010-06-01,715,674
Theft,2010-07-01,793,721
Theft,2010-08-01,867,792
Theft,2010-09-01,773,811
Theft,2010-10-01,719,786
Theft,2010-11-01,739,744
Theft,2010-12-01,674,711
Theft,2011-01-01,592,668
Theft,2011-02-01,548,605
Theft,2011-03-01,645,595
Theft,2011-04-01,700,631
Theft,2011-05-01,709,685
Theft,2011-06-01,752,720
Theft,2011-07-01,742,734
Theft,2011-08-01,876,790
Theft,2011-09-01,765,794
Theft,2011-10-01,781,807
Theft,2011-11-01,666,737
Theft,2011-12-01,694,714
Theft,2012-01-01,686,682
Theft,2012-02-01,560,647
Theft,2012-03-01,621,622
Theft,2012-04-01,712,631
Theft,2012-05-01,849,727
Theft,2012-06-01,784,782
Theft,2012-07-01,840,824
Theft,2012-08-01,724,783
Theft,2012-09-01,674,746
Theft,2012-10-01,776,725
Theft,2012-11-01,693,714
Theft,2012-12-01,787,752
Theft,2013-01-01,793,758
Theft,2013-02-01,567,716
Theft,2013-03-01,587,649
Theft,2013-04-01,664,606
Theft,2013-05-01,864,705
Theft,2013-06-01,799,776
Theft,2013-07-01,782,815
Theft,2013-08-01,847,809
Theft,2013-09-01,752,794
Theft,2013-10-01,723,774
Theft,2013-11-01,676,717
Theft,2013-12-01,783,727
Theft,2014-01-01,640,700
Theft,2014-02-01,527,650
Theft,2014-03-01,601,589
Theft,2014-04-01,650,593
Theft,2014-05-01,709,653
Theft,2014-06-01,710,690
Theft,2014-07-01,712,710
Theft,2014-08-01,647,690
Theft,2014-09-01,654,671
Theft,2014-10-01,684,662
Theft,2014-11-01,613,650
Theft,2014-12-01,670,656
Theft,2015-01-01,574,619
Theft,2015-02-01,428,557
Theft,2015-03-01,560,521
Theft,2015-04-01,514,501
Theft,2015-05-01,604,559
Theft,2015-06-01,715,611
Theft,2015-07-01,682,667
Theft,2015-08-01,638,678
Theft,2015-09-01,676,665
Theft,2015-10-01,693,669
Theft,2015-11-01,640,670
Theft,2015-12-01,740,691
Theft,2016-01-01,636,672
Theft,2016-02-01,553,643
Theft,2016-03-01,597,595
Theft,2016-04-01,649,600
Theft,2016-05-01,626,624
Theft,2016-06-01,679,651
Theft,2016-07-01,603,636
Theft,2016-08-01,610,631
Theft,2016-09-01,632,615
Theft,2016-10-01,631,624
Theft,2016-11-01,582,615
Theft,2016-12-01,556,590
Theft,2017-01-01,550,563
Theft,2017-02-01,458,521
Theft,2017-03-01,458,489
Theft,2017-04-01,536,484
Theft,2017-05-01,691,562
Theft,2017-06-01,686,638
Theft,2017-07-01,602,660
Theft,2017-08-01,639,642
Theft,2017-09-01,610,617
Theft,2017-10-01,618,622
Theft,2017-11-01,540,589
Theft,2017-12-01,550,569
Theft,2018-01-01,519,536
Theft,2018-02-01,456,508
Theft,2018-03-01,503,493
Theft,2018-04-01,441,467
Theft,2018-05-01,516,487
Theft,2018-06-01,492,483
Theft,2018-07-01,536,515
Theft,2018-08-01,525,518
Theft,2018-09-01,319,460
Theft,2018-10-01,445,430
Theft,2018-11-01,431,398
Theft,2018-12-01,447,441
Theft,2019-01-01,451,443
Theft,2019-02-01,394,431
Theft,2019-03-01,465,437
Theft,2019-04-01,463,441
Theft,2019-05-01,516,481
Theft,2019-06-01,541,507
Theft,2019-07-01,556,538
Theft,2019-08-01,497,531
Theft,2019-09-01,428,494
Theft,2019-10-01,598,508
Theft,2019-11-01,494,507
Theft,2019-12-01,464,519
Theft,2020-01-01,477,478
Theft,2020-02-01,466,469
Theft,2020-03-01,497,480
Theft,2020-04-01,409,457
Theft,2020-05-01,473,460
Theft,2020-06-01,530,471
Theft,2020-07-01,486,496
Theft,2020-08-01,511,509
Theft,2020-09-01,484,494
Theft,2020-10-01,495,497
Theft,2020-11-01,455,478
Theft,2020-12-01,434,461
Theft,2021-01-01,401,430
Theft,2021-02-01,338,391
Theft,2021-03-01,360,366
Theft,2021-04-01,323,340
Theft,2021-05-01,367,350
Theft,2021-06-01,445,378
Theft,2021-07-01,492,435
Theft,2021-08-01,405,447
Theft,2021-09-01,380,426
Theft,2021-10-01,398,394
Theft,2021-11-01,449,409
Theft,2021-12-01,483,443
Theft,2022-01-01,424,452
Theft,2022-02-01,414,440
Theft,2022-03-01,464,434
Theft,2022-04-01,461,446
Theft,2022-05-01,496,474
Theft,2022-06-01,500,486
Theft,2022-07-01,521,506
Theft,2022-08-01,490,504
Theft,2022-09-01,491,501
Theft,2022-10-01,458,480
Theft,2022-11-01,450,466
Theft,2022-12-01,463,457
Theft,2023-01-01,461,458
Theft,2023-02-01,373,432
Theft,2023-03-01,407,414
Theft,2023-04-01,342,374
Theft,2023-05-01,376,375
Theft,2023-06-01,422,380
Theft,2023-07-01,451,416
Theft,2023-08-01,459,444
Theft,2023-09-01,351,420
